import time: self [us] | cumulative | imported package
import time:       245 |        679 |                 cirq.sim.act_on_args_container
import time:       568 |        568 |                   cirq.sim.density_matrix_simulation_state
import time:       208 |        775 |                 cirq.sim.act_on_density_matrix_args
import time:       616 |        616 |                   cirq.sim.state_vector_simulation_state
import time:       215 |        831 |                 cirq.sim.act_on_state_vector_args
import time:       421 |        421 |                       cirq.sim.clifford.stabilizer_simulation_state
import time:       234 |        655 |                     cirq.sim.clifford.clifford_tableau_simulation_state
import time:       272 |        927 |                   cirq.sim.clifford.act_on_clifford_tableau_args
import time:       196 |        196 |                   cirq.sim.clifford.act_on_stabilizer_args
import time:       317 |        317 |                       cirq.sim.clifford.stabilizer_state_ch_form
import time:       307 |        624 |                     cirq.sim.clifford.stabilizer_ch_form_simulation_state
import time:       203 |        827 |                   cirq.sim.clifford.act_on_stabilizer_ch_form_args
import time:       291 |        291 |                               concurrent
import time:       599 |        599 |                               concurrent.futures._base
import time:       229 |       1119 |                             concurrent.futures
import time:       228 |        228 |                             duet._version
import time:       163 |        163 |                                     grpc._cython
import time:       263 |        263 |                                       backports_abc
import time:        55 |         55 |                                       grpc._cython.logging
import time:        48 |         48 |                                       grpc._cython.os
import time:        46 |         46 |                                       grpc._cython.sys
import time:        46 |         46 |                                       grpc._cython.threading
import time:        46 |         46 |                                       grpc._cython.time
import time:        44 |         44 |                                       grpc._cython.grpc
import time:        45 |         45 |                                       grpc._cython.asyncio
import time:       219 |        219 |                                             _socket
import time:      3097 |       3316 |                                           socket
import time:      2227 |       2227 |                                             _ssl
import time:      5468 |       7694 |                                           ssl
import time:       313 |        313 |                                           asyncio.constants
import time:       168 |        168 |                                               asyncio.format_helpers
import time:       182 |        350 |                                             asyncio.base_futures
import time:       156 |        156 |                                             asyncio.log
import time:       289 |        793 |                                           asyncio.coroutines
import time:       410 |        410 |                                               _contextvars
import time:       304 |        713 |                                             contextvars
import time:       383 |        383 |                                               asyncio.exceptions
import time:       177 |        177 |                                               asyncio.base_tasks
import time:       615 |       1174 |                                             _asyncio
import time:       495 |       2382 |                                           asyncio.events
import time:       278 |        278 |                                           asyncio.futures
import time:       250 |        250 |                                           asyncio.protocols
import time:       314 |        314 |                                             asyncio.transports
import time:       374 |        688 |                                           asyncio.sslproto
import time:       401 |        401 |                                             asyncio.locks
import time:       395 |        395 |                                             asyncio.tasks
import time:       406 |       1201 |                                           asyncio.staggered
import time:       229 |        229 |                                           asyncio.trsock
import time:      1010 |      18148 |                                         asyncio.base_events
import time:       208 |        208 |                                         asyncio.runners
import time:       407 |        407 |                                         asyncio.queues
import time:       383 |        383 |                                         asyncio.streams
import time:       271 |        271 |                                         asyncio.subprocess
import time:       144 |        144 |                                         asyncio.threads
import time:       398 |        398 |                                           asyncio.base_subprocess
import time:       495 |        495 |                                           asyncio.selector_events
import time:       734 |       1626 |                                         asyncio.unix_events
import time:       463 |      21646 |                                       asyncio
import time:        61 |         61 |                                       grpc._cython.collections
import time:        68 |         68 |                                       grpc._cython.pkgutil
import time:      1284 |       1284 |                                       pkgutil
import time:        61 |         61 |                                       grpc._cython.errno
import time:        50 |         50 |                                       grpc._cython.sys
import time:        51 |         51 |                                       grpc._cython.contextvars
import time:        47 |         47 |                                       grpc._cython.contextvars
import time:        54 |         54 |                                       grpc._cython.socket
import time:        53 |         53 |                                       grpc._cython.enum
import time:        54 |         54 |                                       grpc._cython.inspect
import time:        58 |         58 |                                       grpc._cython.traceback
import time:        50 |         50 |                                       grpc._cython.functools
import time:      4204 |      28325 |                                     grpc._cython.cygrpc
import time:       250 |      28737 |                                   grpc._compression
import time:       172 |        172 |                                   grpc._runtime_protos
import time:       135 |        135 |                                   grpc._grpcio_metadata
import time:       371 |        371 |                                   grpc_tools
import time:       248 |        248 |                                   grpc_health
import time:       238 |        238 |                                   grpc_reflection
import time:       334 |        334 |                                       grpc.aio._metadata
import time:       331 |        331 |                                       grpc.aio._typing
import time:       613 |       1277 |                                     grpc.aio._base_call
import time:       561 |        561 |                                     grpc.aio._base_channel
import time:       409 |        409 |                                     grpc.aio._base_server
import time:       368 |        368 |                                       grpc._common
import time:       926 |       1293 |                                     grpc.aio._call
import time:       145 |        145 |                                         grpc.aio._utils
import time:      2421 |       2565 |                                       grpc.aio._interceptor
import time:       745 |       3310 |                                     grpc.aio._channel
import time:       396 |        396 |                                     grpc.aio._server
import time:       335 |       7577 |                                   grpc.aio
import time:      2857 |      40331 |                                 grpc
import time:       660 |      40990 |                               duet.futuretools
import time:       466 |      41456 |                             duet.aitertools
import time:      1038 |       1038 |                               duet.impl
import time:      1009 |       2047 |                             duet.api
import time:       436 |      45284 |                           duet
import time:       535 |      45818 |                         cirq.work.collector
import time:       329 |        329 |                         cirq.work.pauli_sum_collector
import time:      1863 |       1863 |                         cirq.work.observable_settings
import time:       274 |        274 |                         cirq.work.observable_grouping
import time:      1412 |       1412 |                         cirq.work.observable_measurement_data
import time:      3728 |       3728 |                         cirq.work.observable_measurement
import time:       193 |        193 |                         cirq.work.observable_readout_calibration
import time:       662 |        662 |                         cirq.work.sampler
import time:       240 |        240 |                         cirq.work.zeros_sampler
import time:       339 |      54853 |                       cirq.work
import time:      1690 |      56542 |                     cirq.sim.simulator
import time:       741 |        741 |                     cirq.sim.simulator_base
import time:       735 |      58017 |                   cirq.sim.clifford.clifford_simulator
import time:       241 |        241 |                   cirq.sim.clifford.stabilizer_sampler
import time:       239 |      60444 |                 cirq.sim.clifford
import time:       915 |        915 |                 cirq.sim.density_matrix_simulator
import time:       266 |        266 |                 cirq.sim.density_matrix_utils
import time:       309 |        309 |                     cirq.sim.state_vector
import time:       662 |        662 |                     cirq.sim.state_vector_simulator
import time:       522 |       1492 |                   cirq.sim.sparse_simulator
import time:      2161 |       2161 |                     cirq.transformers.transformer_api
import time:      1410 |       1410 |                     cirq.transformers.transformer_primitives
import time:       343 |        343 |                     cirq.transformers.synchronize_terminal_measurements
import time:       489 |       4402 |                   cirq.transformers.measurement_transformers
import time:       432 |       6326 |                 cirq.sim.mux
import time:       205 |        205 |                 cirq.sim.operation_target
import time:       304 |      72386 |               cirq.sim
import time:       306 |      72692 |             cirq.transformers.analytical_decompositions.clifford_decomposition
import time:       384 |        384 |             cirq.transformers.analytical_decompositions.controlled_gate_decomposition
import time:       251 |        251 |             cirq.transformers.analytical_decompositions.cphase_to_fsim
import time:       335 |        335 |             cirq.transformers.analytical_decompositions.single_qubit_decompositions
import time:       319 |        319 |             cirq.transformers.analytical_decompositions.three_qubit_decomposition
import time:       343 |        343 |                 cirq.transformers.merge_k_qubit_gates
import time:       313 |        655 |               cirq.transformers.merge_single_qubit_gates
import time:       221 |        221 |               cirq.transformers.eject_z
import time:       354 |        354 |               cirq.transformers.eject_phased_paulis
import time:       305 |       1534 |             cirq.transformers.analytical_decompositions.two_qubit_to_cz
import time:       402 |        402 |             cirq.transformers.analytical_decompositions.two_qubit_to_fsim
import time:       453 |        453 |             cirq.transformers.analytical_decompositions.two_qubit_to_sqrt_iswap
import time:       157 |        157 |             cirq.transformers.analytical_decompositions.two_qubit_state_preparation
import time:       331 |      76853 |           cirq.transformers.analytical_decompositions
import time:       399 |        399 |               cirq.transformers.heuristic_decompositions.gate_tabulation_math_utils
import time:       995 |       1393 |             cirq.transformers.heuristic_decompositions.two_qubit_gate_tabulation
import time:       154 |       1546 |           cirq.transformers.heuristic_decompositions
import time:       319 |        319 |             cirq.transformers.target_gatesets.compilation_target_gateset
import time:       182 |        182 |             cirq.transformers.target_gatesets.cz_gateset
import time:       176 |        176 |             cirq.transformers.target_gatesets.sqrt_iswap_gateset
import time:       189 |        866 |           cirq.transformers.target_gatesets
import time:       242 |        242 |           cirq.transformers.align
import time:       395 |        395 |           cirq.transformers.stratify
import time:       205 |        205 |           cirq.transformers.expand_composite
import time:       465 |        465 |           cirq.transformers.optimize_for_target_gateset
import time:       160 |        160 |           cirq.transformers.drop_empty_moments
import time:       171 |        171 |           cirq.transformers.drop_negligible_operations
import time:       300 |      81200 |         cirq.transformers
import time:        23 |      81222 |       cirq.transformers.analytical_decompositions
import time:       230 |      81451 |     cirq.optimizers.convert_to_cz_and_single_gates
import time:       155 |        155 |     cirq.optimizers.eject_phased_paulis
import time:       171 |        171 |     cirq.optimizers.eject_z
import time:       221 |        221 |     cirq.optimizers.expand_composite
import time:       317 |        317 |     cirq.optimizers.merge_interactions
import time:       187 |        187 |     cirq.optimizers.merge_interactions_to_sqrt_iswap
import time:       329 |        329 |     cirq.optimizers.merge_single_qubit_gates
import time:       154 |        154 |     cirq.optimizers.synchronize_terminal_measurements
import time:       634 |      84416 |   cirq.optimizers
import time:       366 |        366 |         mpl_toolkits.axes_grid1.axes_size
import time:       406 |        406 |         mpl_toolkits.axes_grid1.axes_divider
import time:       229 |        229 |           mpl_toolkits.axes_grid1.mpl_axes
import time:       618 |        846 |         mpl_toolkits.axes_grid1.axes_grid
import time:       503 |        503 |         mpl_toolkits.axes_grid1.parasite_axes
import time:       217 |       2337 |       mpl_toolkits.axes_grid1
import time:       185 |        185 |       cirq.vis.vis_utils
import time:      1434 |       3955 |     cirq.vis.heatmap
import time:       221 |        221 |     cirq.vis.histogram
import time:       275 |        275 |     cirq.vis.state_histogram
import time:       154 |        154 |     cirq.vis.density_matrix
import time:       188 |       4791 |   cirq.vis
import time:       321 |        321 |     cirq.ion.ion_gates
import time:       162 |        162 |     cirq.ion.ion_decomposition
import time:       165 |        165 |       cirq.ion.convert_to_ion_gates
import time:       345 |        509 |     cirq.ion.ion_device
import time:       181 |       1172 |   cirq.ion
import time:       174 |        174 |       cirq.neutral_atoms.neutral_atom_gateset
import time:       395 |        569 |     cirq.neutral_atoms.neutral_atom_devices
import time:       194 |        194 |     cirq.neutral_atoms.convert_to_neutral_atom_gates
import time:       157 |        919 |   cirq.neutral_atoms
import time:       624 |        624 |             cirq.interop.quirk.cells.cell
import time:       954 |       1578 |           cirq.interop.quirk.cells.arithmetic_cells
import time:       401 |        401 |           cirq.interop.quirk.cells.control_cells
import time:       180 |        180 |           cirq.interop.quirk.cells.frequency_space_cells
import time:       142 |        142 |           cirq.interop.quirk.cells.ignored_cells
import time:       220 |        220 |           cirq.interop.quirk.cells.input_cells
import time:       245 |        245 |           cirq.interop.quirk.cells.input_rotation_cells
import time:       133 |        133 |           cirq.interop.quirk.cells.measurement_cells
import time:       235 |        235 |           cirq.interop.quirk.cells.qubit_permutation_cells
import time:       142 |        142 |           cirq.interop.quirk.cells.scalar_cells
import time:       639 |        639 |             cirq.interop.quirk.cells.parse
import time:       212 |        851 |           cirq.interop.quirk.cells.single_qubit_rotation_cells
import time:       191 |        191 |           cirq.interop.quirk.cells.swap_cell
import time:       139 |        139 |           cirq.interop.quirk.cells.unsupported_cells
import time:       321 |       4772 |         cirq.interop.quirk.cells.all_cells
import time:       315 |        315 |         cirq.interop.quirk.cells.composite_cell
import time:       190 |       5276 |       cirq.interop.quirk.cells
import time:       374 |        374 |       cirq.interop.quirk.url_to_circuit
import time:       192 |       5841 |     cirq.interop.quirk
import time:      1165 |       7006 |   cirq.interop
import time:       487 |        487 |     cirq.experiments.google_v2_supremacy_circuit
import time:      1052 |       1052 |     cirq.experiments.qubit_characterizations
import time:      1914 |       1914 |     cirq.experiments.cross_entropy_benchmarking
import time:       387 |        387 |     cirq.experiments.fidelity_estimation
import time:       322 |        322 |           _queue
import time:       362 |        684 |         queue
import time:       253 |        936 |       concurrent.futures.thread
import time:       399 |        399 |           multiprocessing.process
import time:       255 |        255 |           multiprocessing.reduction
import time:       455 |       1108 |         multiprocessing.context
import time:       343 |       1450 |       multiprocessing
import time:       142 |        142 |       cirq.experiments.purity_estimation
import time:      2041 |       2041 |       cirq.experiments.random_quantum_circuit_generation
import time:      2051 |       6620 |     cirq.experiments.grid_parallel_two_qubit_xeb
import time:       237 |        237 |             scipy.optimize.minpack2
import time:       243 |        480 |           scipy.optimize.linesearch
import time:       252 |        252 |                   scipy.sparse.linalg.isolve._iterative
import time:       432 |        432 |                   scipy.sparse.linalg.interface
import time:       150 |        150 |                   scipy.sparse.linalg.isolve.utils
import time:       660 |        660 |                     scipy._lib.decorator
import time:       177 |        836 |                   scipy._lib._threadsafety
import time:      1140 |       2808 |                 scipy.sparse.linalg.isolve.iterative
import time:       168 |        168 |                 scipy.sparse.linalg.isolve.minres
import time:       171 |        171 |                   scipy.sparse.linalg.isolve._gcrotmk
import time:       156 |        326 |                 scipy.sparse.linalg.isolve.lgmres
import time:       160 |        160 |                 scipy.sparse.linalg.isolve.lsqr
import time:       151 |        151 |                 scipy.sparse.linalg.isolve.lsmr
import time:       243 |       3854 |               scipy.sparse.linalg.isolve
import time:       232 |        232 |                   scipy.sparse.linalg.dsolve._superlu
import time:       225 |        225 |                     scikits
import time:        23 |        248 |                   scikits.umfpack
import time:       299 |        778 |                 scipy.sparse.linalg.dsolve.linsolve
import time:       167 |        167 |                 scipy.sparse.linalg.dsolve._add_newdocs
import time:       215 |       1159 |               scipy.sparse.linalg.dsolve
import time:       301 |        301 |                     scipy.sparse.linalg.eigen.arpack._arpack
import time:       231 |        231 |                       scipy.sparse.linalg.eigen.lobpcg.lobpcg
import time:       166 |        396 |                     scipy.sparse.linalg.eigen.lobpcg
import time:       610 |       1306 |                   scipy.sparse.linalg.eigen.arpack.arpack
import time:       177 |       1483 |                 scipy.sparse.linalg.eigen.arpack
import time:       153 |       1635 |               scipy.sparse.linalg.eigen
import time:       211 |        211 |                   scipy.special.sf_error
import time:       234 |        234 |                     scipy.special._ufuncs_cxx
import time:       643 |        876 |                   scipy.special._ufuncs
import time:       224 |        224 |                     scipy.special.specfun
import time:       375 |        375 |                     scipy.special.orthogonal
import time:       161 |        161 |                     scipy.special._comb
import time:       399 |       1158 |                   scipy.special._basic
import time:       144 |        144 |                   scipy.special._logsumexp
import time:       127 |        127 |                   scipy.special.spfun_stats
import time:       305 |        305 |                     scipy.special._ellip_harm_2
import time:       149 |        453 |                   scipy.special._ellip_harm
import time:       123 |        123 |                   scipy.special._lambertw
import time:       136 |        136 |                   scipy.special._spherical_bessel
import time:       368 |       3592 |                 scipy.special
import time:       207 |        207 |                 scipy.sparse.linalg._expm_multiply
import time:       306 |       4104 |               scipy.sparse.linalg.matfuncs
import time:       169 |        169 |               scipy.sparse.linalg._onenormest
import time:       127 |        127 |               scipy.sparse.linalg._norm
import time:       254 |      11298 |             scipy.sparse.linalg
import time:       202 |        202 |             scipy.optimize._group_columns
import time:       227 |      11726 |           scipy.optimize._numdiff
import time:       258 |        258 |             scipy.optimize._hessian_update_strategy
import time:       298 |        556 |           scipy.optimize._differentiable_functions
import time:       744 |      13505 |         scipy.optimize.optimize
import time:      1032 |       1032 |             scipy.optimize._trustregion
import time:       152 |       1183 |           scipy.optimize._trustregion_dogleg
import time:       146 |        146 |           scipy.optimize._trustregion_ncg
import time:       181 |        181 |                 scipy._lib.messagestream
import time:       381 |        561 |               scipy.optimize._trlib._trlib
import time:       142 |        702 |             scipy.optimize._trlib
import time:       123 |        825 |           scipy.optimize._trustregion_krylov
import time:       187 |        187 |           scipy.optimize._trustregion_exact
import time:       174 |        174 |                     numpy.testing._private
import time:       703 |        877 |                   numpy.testing._private.utils
import time:       160 |        160 |                   numpy.testing._private.decorators
import time:       194 |        194 |                   numpy.testing._private.nosetester
import time:       183 |       1413 |                 numpy.testing
import time:       221 |       1633 |               scipy.optimize._constraints
import time:       208 |        208 |                     sksparse
import time:        23 |        231 |                   sksparse.cholmod
import time:       165 |        395 |                 scipy.optimize._trustregion_constr.projections
import time:       157 |        157 |                 scipy.optimize._trustregion_constr.qp_subproblem
import time:       160 |        711 |               scipy.optimize._trustregion_constr.equality_constrained_sqp
import time:       291 |        291 |               scipy.optimize._trustregion_constr.canonical_constraint
import time:       193 |        193 |               scipy.optimize._trustregion_constr.tr_interior_point
import time:       170 |        170 |               scipy.optimize._trustregion_constr.report
import time:       330 |       3326 |             scipy.optimize._trustregion_constr.minimize_trustregion_constr
import time:       133 |       3458 |           scipy.optimize._trustregion_constr
import time:       222 |        222 |             scipy.optimize._lbfgsb
import time:       213 |        434 |           scipy.optimize.lbfgsb
import time:       169 |        169 |             scipy.optimize.moduleTNC
import time:       199 |        367 |           scipy.optimize.tnc
import time:       194 |        194 |             scipy.optimize._cobyla
import time:       193 |        387 |           scipy.optimize.cobyla
import time:       179 |        179 |             scipy.optimize._slsqp
import time:       254 |        432 |           scipy.optimize.slsqp
import time:       275 |       7690 |         scipy.optimize._minimize
import time:       183 |        183 |             scipy.optimize._minpack
import time:       210 |        210 |                   scipy.optimize._lsq.common
import time:       305 |        515 |                 scipy.optimize._lsq.trf
import time:       170 |        170 |                 scipy.optimize._lsq.dogbox
import time:       273 |        957 |               scipy.optimize._lsq.least_squares
import time:       236 |        236 |                   scipy.optimize._lsq.givens_elimination
import time:       172 |        407 |                 scipy.optimize._lsq.trf_linear
import time:       150 |        150 |                 scipy.optimize._lsq.bvls
import time:       168 |        724 |               scipy.optimize._lsq.lsq_linear
import time:       150 |       1831 |             scipy.optimize._lsq
import time:       269 |       2282 |           scipy.optimize.minpack
import time:       182 |        182 |           scipy.optimize._spectral
import time:      1766 |       1766 |           scipy.optimize.nonlin
import time:       244 |       4472 |         scipy.optimize._root
import time:       145 |        145 |             scipy.optimize._zeros
import time:       294 |        438 |           scipy.optimize.zeros
import time:       201 |        639 |         scipy.optimize._root_scalar
import time:       200 |        200 |           scipy.optimize.__nnls
import time:       153 |        353 |         scipy.optimize._nnls
import time:       267 |        267 |         scipy.optimize._basinhopping
import time:       121 |        121 |               scipy.optimize._highs
import time:       733 |        854 |             scipy.optimize._highs._highs_wrapper
import time:       193 |        193 |             scipy.optimize._highs._highs_constants
import time:       195 |       1241 |           scipy.optimize._linprog_highs
import time:       255 |        255 |                     scipy.linalg._interpolative
import time:       253 |        507 |                   scipy.linalg._interpolative_backend
import time:       169 |        675 |                 scipy.linalg.interpolative
import time:       164 |        839 |               scipy.optimize._remove_redundancy
import time:       434 |       1273 |             scipy.optimize._linprog_util
import time:       213 |        213 |             sksparse
import time:       191 |        191 |               scikits
import time:        18 |        209 |             scikits.umfpack
import time:       256 |       1949 |           scipy.optimize._linprog_ip
import time:       171 |        171 |           scipy.optimize._linprog_simplex
import time:       287 |        287 |             scipy.optimize._bglu_dense
import time:       196 |        482 |           scipy.optimize._linprog_rs
import time:       186 |        186 |           scipy.optimize._linprog_doc
import time:       221 |       4248 |         scipy.optimize._linprog
import time:       154 |        154 |           scipy.optimize._lsap_module
import time:       138 |        292 |         scipy.optimize._lsap
import time:       319 |        319 |         scipy.optimize._differentialevolution
import time:       355 |        355 |               scipy.spatial.ckdtree
import time:       420 |        774 |             scipy.spatial.kdtree
import time:       504 |        504 |             scipy.spatial.qhull
import time:       306 |        306 |               scipy.spatial._voronoi
import time:       216 |        521 |             scipy.spatial._spherical_voronoi
import time:       495 |        495 |             scipy.spatial._plotutils
import time:       133 |        133 |             scipy.spatial._procrustes
import time:       184 |        184 |                 scipy.spatial._distance_wrap
import time:       226 |        226 |                 scipy.spatial._hausdorff
import time:       363 |        363 |                 scipy.spatial._distance_pybind
import time:      3674 |       4445 |               scipy.spatial.distance
import time:       160 |       4604 |             scipy.spatial._geometric_slerp
import time:       285 |        285 |                 backports_abc
import time:      4421 |       4421 |                     scipy.constants.codata
import time:       210 |        210 |                     scipy.constants.constants
import time:      1056 |       5685 |                   scipy.constants
import time:       160 |       5845 |                 scipy.spatial.transform._rotation_groups
import time:       572 |       6701 |               scipy.spatial.transform.rotation
import time:       185 |        185 |               scipy.spatial.transform._rotation_spline
import time:       177 |       7061 |             scipy.spatial.transform
import time:       239 |      14330 |           scipy.spatial
import time:       127 |        127 |             scipy.optimize._shgo_lib
import time:       359 |        486 |           scipy.optimize._shgo_lib.triangulation
import time:       321 |      15136 |         scipy.optimize._shgo
import time:       228 |        228 |         scipy.optimize._dual_annealing
import time:       174 |        174 |         scipy.optimize._qap
import time:       349 |      47667 |       scipy.optimize
import time:       399 |      48065 |     cirq.experiments.readout_confusion_matrix
import time:       240 |        240 |     cirq.experiments.n_qubit_tomography
import time:       575 |        575 |     cirq.experiments.single_qubit_readout_calibration
import time:       218 |        218 |     cirq.experiments.t1_decay_experiment
import time:       465 |        465 |     cirq.experiments.t2_decay_experiment
import time:      1029 |       1029 |       cirq.experiments.xeb_simulation
import time:      2757 |       3786 |     cirq.experiments.xeb_fitting
import time:       308 |      64112 |   cirq.experiments
import time:       152 |        152 |       cirq.testing.lin_alg_utils
import time:       378 |        529 |     cirq.testing.circuit_compare
import time:       243 |        243 |     cirq.testing.consistent_act_on
import time:       139 |        139 |     cirq.testing.consistent_channels
import time:       296 |        296 |     cirq.testing.consistent_controlled_gate_op
import time:       145 |        145 |     cirq.testing.consistent_decomposition
import time:       129 |        129 |     cirq.testing.consistent_pauli_expansion
import time:       136 |        136 |     cirq.testing.consistent_phase_by
import time:       282 |        282 |       cirq.testing.consistent_qasm
import time:       132 |        132 |       cirq.testing.consistent_resolve_parameters
import time:       116 |        116 |       cirq.testing.consistent_specified_has_unitary
import time:       153 |        153 |       cirq.testing.equivalent_repr_eval
import time:       288 |        969 |     cirq.testing.consistent_protocols
import time:       146 |        146 |     cirq.testing.deprecation
import time:       192 |        192 |     cirq.testing.devices
import time:       198 |        198 |     cirq.testing.equals_tester
import time:       164 |        164 |     cirq.testing.equivalent_basis_map
import time:       280 |        280 |     cirq.testing.gate_features
import time:       996 |        996 |     cirq.testing.json
import time:       194 |        194 |     cirq.testing.logs
import time:       154 |        154 |     cirq.testing.no_identifier_qubit
import time:       118 |        118 |     cirq.testing.op_tree
import time:       194 |        194 |     cirq.testing.order_tester
import time:       580 |        580 |     cirq.testing.random_circuit
import time:       144 |        144 |     cirq.testing.repr_pretty_tester
import time:       122 |        122 |     cirq.testing.sample_circuits
import time:       408 |       6464 |   cirq.testing
import time:       324 |        324 |   cirq.json_resolver_cache
import time:       725 |        725 |             cirq.contrib.acquaintance.permutation
import time:       237 |        961 |           cirq.contrib.acquaintance.shift
import time:       677 |       1638 |         cirq.contrib.acquaintance.gates
import time:       444 |       2081 |       cirq.contrib.acquaintance.bipartite
import time:       239 |        239 |         cirq.contrib.acquaintance.shift_swap_network
import time:       248 |        487 |       cirq.contrib.acquaintance.devices
import time:       196 |        196 |         cirq.contrib.acquaintance.mutation_utils
import time:       312 |        508 |       cirq.contrib.acquaintance.executor
import time:       208 |        208 |       cirq.contrib.acquaintance.inspection_utils
import time:       133 |        133 |       cirq.contrib.acquaintance.optimizers
import time:       181 |        181 |         cirq.contrib.acquaintance.strategies.complete
import time:       184 |        184 |         cirq.contrib.acquaintance.strategies.cubic
import time:       238 |        238 |         cirq.contrib.acquaintance.strategies.quartic_paired
import time:       157 |        758 |       cirq.contrib.acquaintance.strategies
import time:       196 |        196 |       cirq.contrib.acquaintance.topological_sort
import time:       130 |        130 |       cirq.contrib.acquaintance.testing
import time:       297 |       4795 |     cirq.contrib.acquaintance
import time:       409 |        409 |       cirq.contrib.graph_device.hypergraph
import time:       463 |        463 |       cirq.contrib.graph_device.graph_device
import time:       216 |        216 |       cirq.contrib.graph_device.uniform_graph_device
import time:       160 |       1247 |     cirq.contrib.graph_device
import time:       164 |        164 |         cirq.contrib.quirk.linearize_circuit
import time:       299 |        299 |         cirq.contrib.quirk.quirk_gate
import time:       265 |        727 |       cirq.contrib.quirk.export_to_quirk
import time:       135 |        861 |     cirq.contrib.quirk
import time:       205 |        205 |         cirq.contrib.qcircuit.qcircuit_diagram_info
import time:       196 |        401 |       cirq.contrib.qcircuit.qcircuit_diagram
import time:       144 |        545 |     cirq.contrib.qcircuit
import time:       118 |        118 |     cirq.contrib.json
import time:       222 |       7786 |   cirq.contrib
import time:      2121 |    1244312 | cirq
